id.exposure	id.outcome	exposure	outcome	method	nsnp	egger_intercept	egger_intercept_se	egger_intercept_pval	Q	Q_df	Q_pval	exposure_name	exposure_cat
prot-a-486	ieu-a-1127	Cadherin-7	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	4	-0.016434772900843515	0.025213575521462223	0.5814138801351763	7.526781391341945	2	0.0232049259905093	Cadherin-7 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-488	ieu-a-1127	Cadherin-related family member 3	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	2	NA	NA	NA	0.7073709185084933	1	0.40031798726661383	Cadherin-related family member 3 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-346	ieu-a-1127	Calcium/calmodulin-dependent protein kinase type 1	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	-0.02667998819907273	0.046702789058833925	0.6695765419167519	0.6515018151063606	2	0.72198500604678	Calcium/calmodulin-dependent protein kinase type 1 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-346	ieu-a-1127	Calcium/calmodulin-dependent protein kinase type 1	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	-0.02667998819907273	0.046702789058833925	0.6695765419167519	0.325150300900582	1	0.5685288183225632	Calcium/calmodulin-dependent protein kinase type 1 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-366	ieu-a-1127	Calpastatin	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	4	0.014575070180735582	0.007561453425414388	0.19373022849863225	4.2007067273637455	3	0.2405911379301663	Calpastatin (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-366	ieu-a-1127	Calpastatin	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	4	0.014575070180735582	0.007561453425414388	0.19373022849863225	0.4852625017293559	2	0.7845607665416943	Calpastatin (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-550	ieu-a-1127	Carbohydrate sulfotransferase 11	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	2	NA	NA	NA	0.33752025921229395	1	0.5612640844582327	Carbohydrate sulfotransferase 11 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-643	ieu-a-1127	Carboxypeptidase A4	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	2	NA	NA	NA	0.7104637773574707	1	0.3992898920428906	Carboxypeptidase A4 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-710	ieu-a-1127	Cardiotrophin-1	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	0.15218908550210705	0.11015875956466482	0.39886757342991375	1.951659328807955	2	0.376879540276921	Cardiotrophin-1 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-710	ieu-a-1127	Cardiotrophin-1	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	0.15218908550210705	0.11015875956466482	0.39886757342991375	0.042997707688726856	1	0.8357295888010772	Cardiotrophin-1 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-722	ieu-a-1127	Cathepsin F	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	2	NA	NA	NA	12.919972741703969	1	3.2509459418108807e-4	Cathepsin F (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-532	ieu-a-1127	Cell growth regulator with EF hand domain protein 1	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	4	-0.005204455242941611	0.013325113008765797	0.7337878483610802	0.42058893229441163	3	0.9359572209423783	Cell growth regulator with EF hand domain protein 1 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-532	ieu-a-1127	Cell growth regulator with EF hand domain protein 1	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	4	-0.005204455242941611	0.013325113008765797	0.7337878483610802	0.2680401468354457	2	0.8745725087678344	Cell growth regulator with EF hand domain protein 1 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-412	ieu-a-1127	Cerebral cavernous malformations 2 protein	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	4	-0.034844300585943545	0.026957599535286095	0.3253547025216148	12.278552376453899	3	0.006487396191517607	Cerebral cavernous malformations 2 protein (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-412	ieu-a-1127	Cerebral cavernous malformations 2 protein	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	4	-0.034844300585943545	0.026957599535286095	0.3253547025216148	6.690014970330893	2	0.03525995123005777	Cerebral cavernous malformations 2 protein (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-381	ieu-a-1127	Coiled-coil domain-containing protein 134	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	0.08561571623822904	0.03705174440111171	0.2600157549462065	5.394158894810723	2	0.0674020768725817	Coiled-coil domain-containing protein 134 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-381	ieu-a-1127	Coiled-coil domain-containing protein 134	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	0.08561571623822904	0.03705174440111171	0.2600157549462065	0.054793166497303744	1	0.8149233364794648	Coiled-coil domain-containing protein 134 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-303	ieu-a-1127	Complement C1q tumor necrosis factor-related protein 1	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	6	0.006961451793969233	0.011420437860791161	0.5750793678902534	8.43452650063509	5	0.13385830618670502	Complement C1q tumor necrosis factor-related protein 1 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-303	ieu-a-1127	Complement C1q tumor necrosis factor-related protein 1	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	6	0.006961451793969233	0.011420437860791161	0.5750793678902534	7.717627535165005	4	0.10248698744621286	Complement C1q tumor necrosis factor-related protein 1 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-305	ieu-a-1127	Complement C1q tumor necrosis factor-related protein 5	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	4	-0.03219659288773699	0.03544667947690726	0.45959049930783313	6.325777386005322	3	0.09679253635065575	Complement C1q tumor necrosis factor-related protein 5 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-305	ieu-a-1127	Complement C1q tumor necrosis factor-related protein 5	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	4	-0.03219659288773699	0.03544667947690726	0.45959049930783313	4.478381996435884	2	0.10654466434609505	Complement C1q tumor necrosis factor-related protein 5 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-322	ieu-a-1127	Complement component C8	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	-0.02330122088064081	0.013140574695981597	0.32689496853989786	3.406407773235239	2	0.18209916336731885	Complement component C8 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-322	ieu-a-1127	Complement component C8	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	-0.02330122088064081	0.013140574695981597	0.32689496853989786	0.26207404035935167	1	0.608698828557046	Complement component C8 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-518	ieu-a-1127	Complement factor B	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	4	-0.011563990995752652	0.00801495160619194	0.28585329400550724	2.2775853248891322	3	0.5168285586861586	Complement factor B (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-518	ieu-a-1127	Complement factor B	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	4	-0.011563990995752652	0.00801495160619194	0.28585329400550724	0.19590670977112232	2	0.906691195482136	Complement factor B (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-521	ieu-a-1127	Complement factor H-related protein 5	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	-0.014587447801743815	0.011603005539868129	0.4277677708483059	1.7904464674303404	2	0.40851639382893035	Complement factor H-related protein 5 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-521	ieu-a-1127	Complement factor H-related protein 5	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	-0.014587447801743815	0.011603005539868129	0.4277677708483059	0.20986228723319741	1	0.6468753632587333	Complement factor H-related protein 5 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-608	ieu-a-1127	Contactin-4	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	-0.04155176021401906	0.03176281426619155	0.4154984533951896	1.7443297467377614	2	0.4180455532329862	Contactin-4 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-608	ieu-a-1127	Contactin-4	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	-0.04155176021401906	0.03176281426619155	0.4154984533951896	0.032971617993487475	1	0.8559116505895626	Contactin-4 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-609	ieu-a-1127	Contactin-5	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	-0.01890608958920931	0.03655729330483146	0.6961517195751123	0.272813610804699	2	0.8724876276042702	Contactin-5 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-609	ieu-a-1127	Contactin-5	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	-0.01890608958920931	0.03655729330483146	0.6961517195751123	0.005355756139482255	1	0.9416604688611521	Contactin-5 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-500	ieu-a-1127	Corneodesmosin	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	4	0.008963990062809084	0.019045876959662936	0.6842263518977266	1.0154586840943192	3	0.7975114818292	Corneodesmosin (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-500	ieu-a-1127	Corneodesmosin	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	4	0.008963990062809084	0.019045876959662936	0.6842263518977266	0.793944885749206	2	0.6723525534809962	Corneodesmosin (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-655	ieu-a-1127	CREB-binding protein	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	4	-0.039734372834095116	0.013461936772583265	0.09817217797195574	10.165973334165201	3	0.017206730297963574	CREB-binding protein (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-655	ieu-a-1127	CREB-binding protein	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	4	-0.039734372834095116	0.013461936772583265	0.09817217797195574	1.4539780405116323	2	0.4833621949852596	CREB-binding protein (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-735	ieu-a-1127	CUB and zona pellucida-like domain-containing protein 1	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	2	NA	NA	NA	0.10276462696863446	1	0.7485368638111799	CUB and zona pellucida-like domain-containing protein 1 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-706	ieu-a-1127	Cystatin-8	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	2	NA	NA	NA	0.16440884638753214	1	0.685129414651615	Cystatin-8 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-831	ieu-a-1127	Delta-like protein 1	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	7.589702627971651e-4	0.01462235106177852	0.9669860021230026	0.2597813620809759	2	0.8781914286465119	Delta-like protein 1 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-831	ieu-a-1127	Delta-like protein 1	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	7.589702627971651e-4	0.01462235106177852	0.9669860021230026	0.2570872534245895	1	0.6121283497469769	Delta-like protein 1 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-867	ieu-a-1127	Desmocollin-3	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	-0.06619468969659577	0.3833475118324019	0.8911448516929343	3.111417780372161	2	0.21103972561167944	Desmocollin-3 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-867	ieu-a-1127	Desmocollin-3	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	-0.06619468969659577	0.3833475118324019	0.8911448516929343	3.0213313535723785	1	0.08217597870856203	Desmocollin-3 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2629	ieu-a-1127	Diamine acetyltransferase 2	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	0.01175452988881125	0.019061098126612597	0.6482093749719995	0.578619686326473	2	0.7487801650415609	Diamine acetyltransferase 2 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2629	ieu-a-1127	Diamine acetyltransferase 2	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	0.01175452988881125	0.019061098126612597	0.6482093749719995	0.19832987061869728	1	0.6560723169838518	Diamine acetyltransferase 2 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2464	ieu-a-1127	Dihydropteridine reductase	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	4	-0.013950682456039318	0.010396500852478216	0.31169274071662567	2.411886672872571	3	0.49142575801495214	Dihydropteridine reductase (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2464	ieu-a-1127	Dihydropteridine reductase	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	4	-0.013950682456039318	0.010396500852478216	0.31169274071662567	0.6112896825230794	2	0.736648200047452	Dihydropteridine reductase (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-766	ieu-a-1127	Discoidin, CUB and LCCL domain-containing protein 2	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	-0.010605433510807036	0.13266289702337244	0.9492148832767735	3.756027137394305	2	0.1528935167722641	Discoidin, CUB and LCCL domain-containing protein 2 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-766	ieu-a-1127	Discoidin, CUB and LCCL domain-containing protein 2	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	-0.010605433510807036	0.13266289702337244	0.9492148832767735	3.732175404146439	1	0.05337383735529055	Discoidin, CUB and LCCL domain-containing protein 2 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-836	ieu-a-1127	DnaJ homolog subfamily B member 11	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	0.007512353478532521	0.014847019900743115	0.7017924744854782	0.4122198900165354	2	0.8137436043172084	DnaJ homolog subfamily B member 11 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-836	ieu-a-1127	DnaJ homolog subfamily B member 11	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	0.007512353478532521	0.014847019900743115	0.7017924744854782	0.15620015257332331	1	0.6926793162427652	DnaJ homolog subfamily B member 11 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-842	ieu-a-1127	DnaJ homolog subfamily B member 9	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	4	-0.012555607323798124	0.039751394065188767	0.7820282592586473	7.0847926132779016	3	0.06924369242242717	DnaJ homolog subfamily B member 9 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-842	ieu-a-1127	DnaJ homolog subfamily B member 9	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	4	-0.012555607323798124	0.039751394065188767	0.7820282592586473	6.748182215456965	2	0.034249233032768195	DnaJ homolog subfamily B member 9 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-586	ieu-a-1127	Dual specificity protein kinase CLK2	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	-0.00693892728857807	0.022067303052993294	0.8060507443302168	2.4475351547328876	2	0.29411995714309314	Dual specificity protein kinase CLK2 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-586	ieu-a-1127	Dual specificity protein kinase CLK2	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	-0.00693892728857807	0.022067303052993294	0.8060507443302168	2.227310047126751	1	0.1355897255121224	Dual specificity protein kinase CLK2 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2573	ieu-a-1127	E3 ubiquitin-protein ligase RNF8	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	-0.008717427888836123	0.036060209444524496	0.8489965495569535	2.9317116821739346	2	0.2308803100419435	E3 ubiquitin-protein ligase RNF8 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2573	ieu-a-1127	E3 ubiquitin-protein ligase RNF8	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	-0.008717427888836123	0.036060209444524496	0.8489965495569535	2.7698385772692884	1	0.09605584765278588	E3 ubiquitin-protein ligase RNF8 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-892	ieu-a-1127	Endothelin-2	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	-0.028105199448183835	0.014661881897630284	0.30611207461887957	3.7463655879781226	2	0.1536338977732081	Endothelin-2 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-892	ieu-a-1127	Endothelin-2	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	-0.028105199448183835	0.014661881897630284	0.30611207461887957	0.07190232764154961	1	0.7885868667607179	Endothelin-2 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-387	ieu-a-1127	Eotaxin	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	0.0029789928034517784	0.015983151113807815	0.8826907243694564	0.08702104691636806	2	0.9574224786425342	Eotaxin (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-387	ieu-a-1127	Eotaxin	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	0.0029789928034517784	0.015983151113807815	0.8826907243694564	0.05228230413055663	1	0.8191384410663817	Eotaxin (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2071	ieu-a-1127	Epididymal secretory protein E1	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	-0.0232328233044177	0.009397564573436814	0.24470104211719435	7.0493938319843	2	0.029460735093780083	Epididymal secretory protein E1 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2071	ieu-a-1127	Epididymal secretory protein E1	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	-0.0232328233044177	0.009397564573436814	0.24470104211719435	0.9375346180020042	1	0.33291268234841515	Epididymal secretory protein E1 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-1707	ieu-a-1127	Epididymal-specific lipocalin-10	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	-0.01964999713481004	0.018155378278861455	0.47484461820099283	4.490005466997701	2	0.10592725082113127	Epididymal-specific lipocalin-10 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-1707	ieu-a-1127	Epididymal-specific lipocalin-10	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	-0.01964999713481004	0.018155378278861455	0.47484461820099283	2.0677693585951373	1	0.15044141818792758	Epididymal-specific lipocalin-10 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-1835	ieu-a-1127	Epididymis-specific alpha-mannosidase	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	-0.07107528152717275	0.0347328056951875	0.2893740419827939	6.109677689006343	2	0.04713031546775275	Epididymis-specific alpha-mannosidase (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-1835	ieu-a-1127	Epididymis-specific alpha-mannosidase	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	-0.07107528152717275	0.0347328056951875	0.2893740419827939	1.177763449673148	1	0.2778117834841835	Epididymis-specific alpha-mannosidase (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2892	ieu-a-1127	Estrogen sulfotransferase	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	-0.03699059748103438	0.021737982817195727	0.3382350222654807	12.101788556703726	2	0.0023557543640910965	Estrogen sulfotransferase (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2892	ieu-a-1127	Estrogen sulfotransferase	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	-0.03699059748103438	0.021737982817195727	0.3382350222654807	3.1064975085025517	1	0.07798048625953286	Estrogen sulfotransferase (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2891	ieu-a-1127	Extracellular sulfatase Sulf-2	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	-0.06802597349915725	0.05728491506696643	0.44556500835553814	4.531807634895433	2	0.10373623353985799	Extracellular sulfatase Sulf-2 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2891	ieu-a-1127	Extracellular sulfatase Sulf-2	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	-0.06802597349915725	0.05728491506696643	0.44556500835553814	1.8802917719851235	1	0.170300989656343	Extracellular sulfatase Sulf-2 (M/F) Sun BB/2018 [  3K]	Proteins
prot-b-71	ieu-a-1127	fatty acid binding protein 4	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	-0.03318171774051164	0.05351086280212027	0.646635927822527	0.4627240455783942	2	0.7934521662675224	fatty acid binding protein 4 (M/F) Folkersen L/2018 [  3K]	Proteins
prot-b-71	ieu-a-1127	fatty acid binding protein 4	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	-0.03318171774051164	0.05351086280212027	0.646635927822527	0.07820857108167605	1	0.77973993965673	fatty acid binding protein 4 (M/F) Folkersen L/2018 [  3K]	Proteins
prot-a-1148	ieu-a-1127	Ferritin	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	-0.01733409439711139	0.018927368286062955	0.5279541309583301	7.291657407702939	2	0.026099771907929392	Ferritin (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-1148	ieu-a-1127	Ferritin	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	-0.01733409439711139	0.018927368286062955	0.5279541309583301	3.965595775228079	1	0.04643908575317188	Ferritin (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-1097	ieu-a-1127	Fibroblast growth factor 7	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	0.009358076135669514	0.020909036610614468	0.7320950747321764	0.21380512320309603	2	0.8986132281583982	Fibroblast growth factor 7 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-1097	ieu-a-1127	Fibroblast growth factor 7	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	0.009358076135669514	0.020909036610614468	0.7320950747321764	0.013493983321206788	1	0.9075228797708321	Fibroblast growth factor 7 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-1117	ieu-a-1127	Filamin-A	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	2	NA	NA	NA	0.6001573753513176	1	0.43851798655607643	Filamin-A (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-1166	ieu-a-1127	Galanin peptides	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	0.0066950927602179005	0.05586168521180889	0.9240625392994517	5.663950428878501	2	0.058896405671521906	Galanin peptides (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-1166	ieu-a-1127	Galanin peptides	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	0.0066950927602179005	0.05586168521180889	0.9240625392994517	5.583743736127578	1	0.018127931088096346	Galanin peptides (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-1414	ieu-a-1127	Gamma-interferon-inducible protein 16	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	0.0051124754759058425	0.034517910330939296	0.9063902739982321	2.6585539969616927	2	0.26466854790344524	Gamma-interferon-inducible protein 16 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-1414	ieu-a-1127	Gamma-interferon-inducible protein 16	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	0.0051124754759058425	0.034517910330939296	0.9063902739982321	2.6014856982564476	1	0.10676358876412824	Gamma-interferon-inducible protein 16 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-1305	ieu-a-1127	GDH/6PGL endoplasmic bifunctional protein	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	4	0.020135789810160766	0.02509364007867606	0.5065041362611914	13.975446834473379	3	0.002938765044908524	GDH/6PGL endoplasmic bifunctional protein (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-1305	ieu-a-1127	GDH/6PGL endoplasmic bifunctional protein	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	4	0.020135789810160766	0.02509364007867606	0.5065041362611914	10.57189212203035	2	0.005062240733406572	GDH/6PGL endoplasmic bifunctional protein (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-1223	ieu-a-1127	Glycolipid transfer protein domain-containing protein 2	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	-0.020601971307342093	0.02368465457530195	0.5442421768082548	1.0964007239643632	2	0.5779890460371384	Glycolipid transfer protein domain-containing protein 2 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-1223	ieu-a-1127	Glycolipid transfer protein domain-containing protein 2	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	-0.020601971307342093	0.02368465457530195	0.5442421768082548	0.33977091790299735	1	0.5599614822895639	Glycolipid transfer protein domain-containing protein 2 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-1046	ieu-a-1127	Glycosaminoglycan xylosylkinase	ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	-0.07769300528200358	0.026757310451113115	0.21115113228177515	17.07619958561453	2	1.958620853059548e-4	Glycosaminoglycan xylosylkinase (M/F) Sun BB/2018 [  3K]	Proteins
