exposure.id	exposure.trait	exposure.sample_size	exposure.sex	exposure.note	exposure.population	year	author	consortium	outcome.id	outcome.sample_size	N_case	outcome.year	outcome.nsnp	mr.pval	mr.b	mr.se	mr.nsnp	mr.method	mr.moescore
ukb-a-223	Illnesses of siblings: Diabetes	259921.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1128	127442.0	21468	2017.0	10680257	0.418675391597449	-0.49883357679174	0.6168175476509339	5	FE IVW	0.7
prot-a-1576	Immunoglobulin superfamily containing leucine-rich repeat protein 2	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	1.0033600815181702e-8	-0.0791883944838231	0.0138195784909041	4	FE IVW	1
prot-a-1576	Immunoglobulin superfamily containing leucine-rich repeat protein 2	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	1.50283407353083e-6	-0.0778712121008499	0.0161865522665623	4	FE IVW	1
prot-a-1576	Immunoglobulin superfamily containing leucine-rich repeat protein 2	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.00309279864055191	-0.0717616379968646	0.0242572296593104	4	FE IVW	1
ukb-b-19379	Impedance of arm (left)	454850.0	Males and Females	23110: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1126	228951.0	122977	2017.0	10680257	1.1694729152753e-6	0.155513803304936	0.0313701362562897	316	Simple mean	0.74
ukb-b-19379	Impedance of arm (left)	454850.0	Males and Females	23110: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1127	175475.0	69501	2017.0	10680257	3.1116716511376e-5	0.246601531459242	0.0592061190456332	336	Simple median	0.84
ukb-b-19379	Impedance of arm (left)	454850.0	Males and Females	23110: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1128	127442.0	21468	2017.0	10680257	0.441093464372202	0.22414208822446696	0.29069627788707697	437	Weighted mode	0.66
ukb-a-273	Impedance of arm (left)	331292.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1126	228951.0	122977	2017.0	10680257	6.04975661539219e-8	0.15582954155935097	0.0287650386435761	292	FE IVW	0.67
ukb-a-273	Impedance of arm (left)	331292.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1127	175475.0	69501	2017.0	10680257	1.71311426827533e-6	0.162496176075008	0.0339621930463169	293	FE IVW	0.82
ukb-a-273	Impedance of arm (left)	331292.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1128	127442.0	21468	2017.0	10680257	0.16794019897595	0.11672218967006401	0.0846516792170013	281	Penalised median	0.64
ukb-b-7859	Impedance of arm (right)	454826.0	Males and Females	23109: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1126	228951.0	122977	2017.0	10680257	1.21204621111759e-5	0.14019879205684802	0.0315422619868543	323	Simple mean	0.76
ukb-b-7859	Impedance of arm (right)	454826.0	Males and Females	23109: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1127	175475.0	69501	2017.0	10680257	9.6642379832371e-10	0.19534868594970398	0.0319465561277988	433	FE IVW	0.82
ukb-b-7859	Impedance of arm (right)	454826.0	Males and Females	23109: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1128	127442.0	21468	2017.0	10680257	0.202712314169168	0.107727156643305	0.0845673655588003	410	Penalised median	0.65
ukb-a-272	Impedance of arm (right)	331279.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1126	228951.0	122977	2017.0	10680257	0.192021859251881	0.263253219169712	0.20129833680104398	281	Simple mode	0.67
ukb-a-272	Impedance of arm (right)	331279.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1127	175475.0	69501	2017.0	10680257	3.37431176761851e-4	0.12089459285494199	0.0337249107523689	300	FE IVW	0.72
ukb-a-272	Impedance of arm (right)	331279.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1128	127442.0	21468	2017.0	10680257	0.929984290941865	0.007966857871255579	0.0906719845398997	299	Simple median	0.72
ukb-b-14068	Impedance of leg (left)	454857.0	Males and Females	23108: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1126	228951.0	122977	2017.0	10680257	0.0882377827224065	0.27648253431712394	0.16181617851466598	434	Weighted mode	0.7
ukb-b-14068	Impedance of leg (left)	454857.0	Males and Females	23108: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1127	175475.0	69501	2017.0	10680257	0.00124095263622217	0.0870162439958704	0.0267303920759271	358	RE IVW	0.66
ukb-b-14068	Impedance of leg (left)	454857.0	Males and Females	23108: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1128	127442.0	21468	2017.0	10680257	1.96737819362909e-4	0.13558036772069199	0.0364153149221858	445	FE IVW	0.67
ukb-b-7376	Impedance of leg (right)	454863.0	Males and Females	23107: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1126	228951.0	122977	2017.0	10680257	8.29773347622307e-6	0.10508828139095301	0.0232153124328607	341	Simple mean	0.71
ukb-b-7376	Impedance of leg (right)	454863.0	Males and Females	23107: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1127	175475.0	69501	2017.0	10680257	6.00742162500696e-4	0.0961615554932921	0.0277738175543375	357	Simple mean	0.66
ukb-b-7376	Impedance of leg (right)	454863.0	Males and Females	23107: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1128	127442.0	21468	2017.0	10680257	1.0933806678562199e-5	0.162543851078185	0.0369600040298167	437	FE IVW	0.74
ukb-a-270	Impedance of leg (right)	331301.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1126	228951.0	122977	2017.0	10680257	0.0507157300782703	0.282098729692318	0.14363269209187302	234	Simple mode	0.72
ukb-a-270	Impedance of leg (right)	331301.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1127	175475.0	69501	2017.0	10680257	0.0634133987886404	0.0873976444418586	0.0470820989714333	289	Penalised median	0.71
ukb-a-270	Impedance of leg (right)	331301.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1128	127442.0	21468	2017.0	10680257	1.87116707615331e-4	0.14679328558687899	0.0392936308240399	295	FE IVW	0.67
ukb-b-19921	Impedance of whole body	454840.0	Males and Females	23106: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1126	228951.0	122977	2017.0	10680257	0.175504475111922	0.23651116976575098	0.174312520967556	460	Weighted mode	0.72
ukb-b-19921	Impedance of whole body	454840.0	Males and Females	23106: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1127	175475.0	69501	2017.0	10680257	7.45286462334673e-4	0.163005447874933	0.0483358088069915	395	Simple median	0.68
ukb-b-19921	Impedance of whole body	454840.0	Males and Females	23106: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1128	127442.0	21468	2017.0	10680257	0.0773198726707174	0.489740935296688	0.27662182518307804	459	Simple mode	0.66
ukb-a-269	Impedance of whole body	331284.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1126	228951.0	122977	2017.0	10680257	0.373971852742038	0.038001788600712	0.0427438750735522	324	Penalised median	0.72
ukb-a-269	Impedance of whole body	331284.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1127	175475.0	69501	2017.0	10680257	2.38213071975759e-4	0.190752778957549	0.0519110280945369	327	Penalised median	0.75
ukb-a-269	Impedance of whole body	331284.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1128	127442.0	21468	2017.0	10680257	6.562317463852861e-8	0.239065203707693	0.044248716613638	332	FE IVW	0.68
ukb-b-16597	Intended management of patient (recoded): One or more nights hospital stay	451201.0	Males and Females	41244#100: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1126	228951.0	122977	2017.0	10680257	1.27552573945704e-4	2.85362177344154	0.744849882807232	3	FE IVW	0.63
ukb-b-16597	Intended management of patient (recoded): One or more nights hospital stay	451201.0	Males and Females	41244#100: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1127	175475.0	69501	2017.0	10680257	0.7224516799521129	0.34760722281076	0.978667762917207	2	FE IVW	0.61
ukb-b-16597	Intended management of patient (recoded): One or more nights hospital stay	451201.0	Males and Females	41244#100: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1128	127442.0	21468	2017.0	10680257	0.54715190175542	0.7623417687055071	1.2662781875856002	5	Simple median	0.68
prot-a-1586	Inter-alpha-trypsin inhibitor heavy chain H1	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.22923861861525502	0.010275699323545	0.00854654194093927	3	FE IVW	1
prot-a-1586	Inter-alpha-trypsin inhibitor heavy chain H1	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.144147628070289	0.0148277877885554	0.0101524135650629	3	FE IVW	1
prot-a-1586	Inter-alpha-trypsin inhibitor heavy chain H1	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.00323463631487954	-0.0170799509561386	0.00580060352165709	3	FE IVW	1
ebi-a-GCST004439	Interleukin-12p70 levels	8270.0	NA	NA	European	2016	Ahola-Olli AV	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.790843554100914	0.00477844223524556	0.0180172144985041	2	FE IVW	1
ebi-a-GCST004439	Interleukin-12p70 levels	8270.0	NA	NA	European	2016	Ahola-Olli AV	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.507825084983944	-0.0142974012233565	0.0215898456558197	2	FE IVW	1
ebi-a-GCST004439	Interleukin-12p70 levels	8270.0	NA	NA	European	2016	Ahola-Olli AV	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	1.0173493414632901e-5	0.0331493698681321	0.0075109833087858595	2	FE IVW	1
ebi-a-GCST004430	Interleukin-16 levels	3483.0	NA	NA	European	2016	Ahola-Olli AV	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	3.16707438648737e-8	0.0191952737566149	0.00346989884239671	3	FE IVW	1
ebi-a-GCST004430	Interleukin-16 levels	3483.0	NA	NA	European	2016	Ahola-Olli AV	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.00262551325239327	0.0120886557301465	0.00401818336982916	3	FE IVW	1
ebi-a-GCST004430	Interleukin-16 levels	3483.0	NA	NA	European	2016	Ahola-Olli AV	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.00212408171937692	0.0804263991730131	0.0261778168302217	3	FE IVW	1
prot-a-1506	Interleukin-21	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	5.49384815679163e-4	0.0476158081296747	0.0137799343044261	3	FE IVW	1
prot-a-1506	Interleukin-21	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.0256942774416979	0.0472046830581258	0.021160413450046	3	FE IVW	1
prot-a-1506	Interleukin-21	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.0802870651865068	0.00526155909798704	0.00300828489418414	3	FE IVW	1
prot-a-1530	Interleukin-3 receptor subunit alpha	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.0035431344100745102	-0.0690140796407439	0.0236656863041425	2	FE IVW	1
prot-a-1530	Interleukin-3 receptor subunit alpha	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.00647770227426471	-0.0760928307455976	0.0279489352054597	2	FE IVW	1
prot-a-1530	Interleukin-3 receptor subunit alpha	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.0498707043177564	-0.0829319330207248	0.0422890959480625	2	FE IVW	1
prot-a-1526	Interleukin-36 alpha	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.138083308705919	-0.0226113780573844	0.0152473962806542	3	FE IVW	1
prot-a-1526	Interleukin-36 alpha	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.0129029423868741	-0.0469751977815121	0.018892575336687003	3	FE IVW	1
prot-a-1526	Interleukin-36 alpha	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	9.87166339380881e-5	0.0232162818674119	0.00596248657304996	3	FE IVW	1
prot-a-1540	Interleukin-6 receptor subunit alpha	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.0393539100944574	-0.0129732435077536	0.00629626342985652	3	FE IVW	1
prot-a-1540	Interleukin-6 receptor subunit alpha	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	2.54151756946436e-5	-0.0132017228389762	0.0031349962875548603	3	FE IVW	1
prot-a-1540	Interleukin-6 receptor subunit alpha	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.31788333338133	-0.0136097230648098	0.0136258419901088	3	FE IVW	1
prot-a-1541	Interleukin-6 receptor subunit alpha	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	4.4906971903894597e-4	-0.0137298991689204	0.00391228848476187	3	FE IVW	1
prot-a-1541	Interleukin-6 receptor subunit alpha	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	1.7464583087864896e-14	-0.0136026270061984	0.00177393816836353	3	FE IVW	1
prot-a-1541	Interleukin-6 receptor subunit alpha	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.55750998307829	-0.00924785589268928	0.0157666866260441	3	FE IVW	1
ieu-a-1049	Iron	23986.0	Males and Females	Effect allele frequencies are missing	European	2014	Benyamin	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.274148310243014	-0.0262293890011142	0.0239853377304379	3	FE IVW	1
ieu-a-1049	Iron	23986.0	Males and Females	Effect allele frequencies are missing	European	2014	Benyamin	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.9923299038952941	2.76817277296879e-4	0.0287955752949308	3	FE IVW	1
ieu-a-1049	Iron	23986.0	Males and Females	Effect allele frequencies are missing	European	2014	Benyamin	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	1.3024915643203099e-5	-0.0786832759092104	0.0180479223626751	3	FE IVW	1
met-a-573	Isobutyrylcarnitine	7812.0	Males and Females	NA	European	2014	Shin	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.4942520406628929	0.0464082042569462	0.0678917662392927	3	FE IVW	1
met-a-573	Isobutyrylcarnitine	7812.0	Males and Females	NA	European	2014	Shin	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.896857132179694	0.00862067377210785	0.0665008312235944	3	FE IVW	1
met-a-573	Isobutyrylcarnitine	7812.0	Males and Females	NA	European	2014	Shin	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	3.27879565907657e-7	0.110580024379145	0.021654022813253	3	FE IVW	1
met-a-652	Isovalerylcarnitine	7789.0	Males and Females	NA	European	2014	Shin	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.8341842976078421	-0.0459062820548392	0.219292514188409	3	FE IVW	1
met-a-652	Isovalerylcarnitine	7789.0	Males and Females	NA	European	2014	Shin	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	2.0706009484469298e-4	-0.4526620506255	0.12200333097533198	3	FE IVW	1
met-a-652	Isovalerylcarnitine	7789.0	Males and Females	NA	European	2014	Shin	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	2.32781789616164e-4	-0.538152819183157	0.146217518484135	3	FE IVW	1
ukb-d-22617_9149	Job SOC coding: Other goods handling and storage occupations n.e.c.	91149.0	Males and Females	NA	European	2018	Neale lab	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.0789763560775668	-2.29421508397746	1.30601226201878	3	FE IVW	1
ukb-d-22617_9149	Job SOC coding: Other goods handling and storage occupations n.e.c.	91149.0	Males and Females	NA	European	2018	Neale lab	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.586752588448364	-0.8310700649931211	1.52897287285905	3	FE IVW	1
ukb-d-22617_9149	Job SOC coding: Other goods handling and storage occupations n.e.c.	91149.0	Males and Females	NA	European	2018	Neale lab	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.00217240445276211	-7.174621991390111	2.34037175619647	3	FE IVW	1
ebi-a-GCST005528	Juvenile idiopathic arthritis (oligoarticular or rheumatoid factor-negative polyarticular)	15872.0	NA	beta+se converted from OR+CI; 	European	2013	Hinks A	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.00345169062173424	0.0153328016205896	0.005243136749649721	4	FE IVW	1
ebi-a-GCST005528	Juvenile idiopathic arthritis (oligoarticular or rheumatoid factor-negative polyarticular)	15872.0	NA	beta+se converted from OR+CI; 	European	2013	Hinks A	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.00791726391321939	0.0165371301999002	0.006227318748766661	4	FE IVW	1
ebi-a-GCST005528	Juvenile idiopathic arthritis (oligoarticular or rheumatoid factor-negative polyarticular)	15872.0	NA	beta+se converted from OR+CI; 	European	2013	Hinks A	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.32290608795037606	0.00959615411602356	0.00970775870500588	4	FE IVW	1
prot-a-1666	Kallikrein-7	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	7.188566130432201e-4	0.0245618269453883	0.007261904532114279	3	FE IVW	1
prot-a-1666	Kallikrein-7	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.0077530627479503594	0.0246706978391311	0.00926550738483428	3	FE IVW	1
prot-a-1666	Kallikrein-7	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.29675130885158396	0.0271969772794107	0.0260650899894277	3	FE IVW	1
prot-a-1644	Killer cell immunoglobulin-like receptor 2DL5A	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	4.770364679169228e-106	0.016679059868985997	7.62565825770149e-4	2	FE IVW	1
prot-a-1644	Killer cell immunoglobulin-like receptor 2DL5A	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.14453163241529698	0.00584180655362445	0.00400364603749719	2	FE IVW	1
prot-a-1644	Killer cell immunoglobulin-like receptor 2DL5A	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	3.8145734121468704e-9	0.033596032927107	0.00570193587444369	2	FE IVW	1
prot-a-2824	Kunitz-type protease inhibitor 2	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.7952075995998069	0.00129647178477144	0.00499499270931824	3	FE IVW	1
prot-a-2824	Kunitz-type protease inhibitor 2	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.0015727759555812198	-0.0103062174468536	0.00326052324263977	3	FE IVW	1
prot-a-2824	Kunitz-type protease inhibitor 2	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.187906239190337	0.0187492142045473	0.0142384859164051	3	FE IVW	1
prot-a-2666	L-Selectin	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.0371930499440597	-0.0267442581010574	0.0128353629335706	2	FE IVW	1
prot-a-2666	L-Selectin	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.125881293670234	-0.0235079448144091	0.015359174784513	2	FE IVW	1
prot-a-2666	L-Selectin	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	2.2242071448381192e-73	-0.0408285453308348	0.00225325642536029	2	FE IVW	1
ukb-b-16099	Leg fat-free mass (left)	454805.0	Males and Females	23117: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1126	228951.0	122977	2017.0	10680257	0.0795920925902984	-0.267185242331393	0.15196242122319198	347	Simple mode	0.74
ukb-b-16099	Leg fat-free mass (left)	454805.0	Males and Females	23117: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1127	175475.0	69501	2017.0	10680257	0.6156601013463101	-0.0821859727067951	0.163599527789634	450	Weighted mode	0.71
ukb-b-16099	Leg fat-free mass (left)	454805.0	Males and Females	23117: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1128	127442.0	21468	2017.0	10680257	0.00121720460006547	-0.56446290953116	0.173380391413696	450	RE Egger	0.66
ukb-b-12828	Leg fat-free mass (right)	454835.0	Males and Females	23113: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1126	228951.0	122977	2017.0	10680257	0.8012216567531819	0.0400723620023156	0.159045043519356	354	Simple mode	0.7
ukb-b-12828	Leg fat-free mass (right)	454835.0	Males and Females	23113: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1127	175475.0	69501	2017.0	10680257	0.74588343208341	-0.0460433718149984	0.14199130126029902	456	Weighted mode	0.7
ukb-b-12828	Leg fat-free mass (right)	454835.0	Males and Females	23113: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1128	127442.0	21468	2017.0	10680257	9.249507441402e-4	-0.5765877559440121	0.17292198031194597	456	RE Egger	0.66
ukb-b-17271	Leg predicted mass (left)	454799.0	Males and Females	23118: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1126	228951.0	122977	2017.0	10680257	0.489221163048307	-0.11393178553716	0.164572947011471	347	Simple mode	0.75
ukb-b-17271	Leg predicted mass (left)	454799.0	Males and Females	23118: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1127	175475.0	69501	2017.0	10680257	0.588174573816734	-0.11613783986716801	0.21428400652083804	353	Simple mode	0.73
ukb-b-17271	Leg predicted mass (left)	454799.0	Males and Females	23118: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1128	127442.0	21468	2017.0	10680257	0.0029624630158887103	-0.519275598702692	0.173793940292947	453	RE Egger	0.63
ukb-a-277	Leg predicted mass (right)	331285.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1126	228951.0	122977	2017.0	10680257	0.13163861680032302	0.15163989147172102	0.100578865461501	258	FE Egger	0.77
ukb-a-277	Leg predicted mass (right)	331285.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1127	175475.0	69501	2017.0	10680257	0.15792714412219103	-0.28566111660300897	0.20173970239531896	272	Simple mode	0.75
ukb-a-277	Leg predicted mass (right)	331285.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1128	127442.0	21468	2017.0	10680257	0.00159634019847959	-0.5803718587661609	0.18228758937474399	322	RE Egger	0.64
ukb-b-14310	Leg predicted mass (right)	454834.0	Males and Females	23114: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1126	228951.0	122977	2017.0	10680257	0.6905058227087719	0.0624372473337158	0.156683124558246	356	Simple mode	0.74
ukb-b-14310	Leg predicted mass (right)	454834.0	Males and Females	23114: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1127	175475.0	69501	2017.0	10680257	0.278058718220396	-0.21718909014801602	0.199932049425788	365	Simple mode	0.71
ukb-b-14310	Leg predicted mass (right)	454834.0	Males and Females	23114: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1128	127442.0	21468	2017.0	10680257	9.672896651884199e-4	-0.581073391903951	0.174932449956639	454	RE Egger	0.64
prot-a-1744	Leukocyte immunoglobulin-like receptor subfamily B member 2	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	8.6479023545704e-5	-0.0166301251656079	0.00423622248955674	3	FE IVW	1
prot-a-1744	Leukocyte immunoglobulin-like receptor subfamily B member 2	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	1.83044628479355e-5	-0.024234502149403998	0.00565614989561778	3	FE IVW	1
prot-a-1744	Leukocyte immunoglobulin-like receptor subfamily B member 2	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.9748963669368741	-5.41583814644592e-4	0.0172106585908408	3	FE IVW	1
prot-a-1074	Low affinity immunoglobulin gamma Fc region receptor II-a	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.0443416930811867	0.0170810604007039	0.008494463417169671	4	FE IVW	1
prot-a-1074	Low affinity immunoglobulin gamma Fc region receptor II-a	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.028687945264017998	0.0219437897217439	0.0100303084291627	4	FE IVW	1
prot-a-1074	Low affinity immunoglobulin gamma Fc region receptor II-a	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	4.454750759283761e-5	0.0273095686132904	0.00668936893795029	4	FE IVW	1
ieu-a-1233	Low malignant potential ovarian cancer	47147.0	Females	NA	European	2017	Phelan	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.00175765529019982	0.0540650017583743	0.0172820413598045	4	FE IVW	1
ieu-a-1233	Low malignant potential ovarian cancer	47147.0	Females	NA	European	2017	Phelan	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.0721560893813327	0.0362070488879756	0.0201359235690074	4	FE IVW	1
ieu-a-1233	Low malignant potential ovarian cancer	47147.0	Females	NA	European	2017	Phelan	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.00168870956727941	0.0987584574280261	0.0314504025641518	4	FE IVW	1
