exposure.id	exposure	outcome	nsnp	effect_direction	used_instrument	exposure_cat	method	egger_intercept	egger_intercept_less_than_0.05	heterogeneity_Q_pval	heterogeneity_Q_pval_less_than_0.05	Fst	hazards	used_inst_code
met-a-485	X-02269	Lum A	2	positive	NA	Metabolites	Inverse variance weighted	NA	NA	NA	NA	NA	X	*
met-a-495	X-11315	Lum A	3	negative	NA	Metabolites	Inverse variance weighted	0.02385029431561974	TRUE	0.1647813508024462	FALSE	46.37255676734271		*
met-a-500	3-dehydrocarnitine*	Lum A	3	overlaps null	NA	Metabolites	Inverse variance weighted	-0.06067379782182657	FALSE	0.01559554801385131	TRUE	61.43325754993746	HP	*
met-a-501	Pyroglutamine*	Lum A	3	overlaps null	NA	Metabolites	Inverse variance weighted	-1.333467641796226e-5	TRUE	0.9952241865384812	FALSE	63.98832360292518		*
met-a-505	X-03056--N-[3-(2-Oxopyrrolidin-1-yl)propyl]acetamide	Lum A	4	overlaps null	NA	Metabolites	Inverse variance weighted	-0.04812342727988043	TRUE	0.1094790854207201	FALSE	83.60876876910294		*
met-a-513	X-11440	Lum A	3	overlaps null	NA	Metabolites	Inverse variance weighted	0.01926242495601496	TRUE	0.04791617569412478	TRUE	244.5423088921893	H	*
met-a-517	X-11445--5-alpha-pregnan-3beta,20alpha-disulfate	Lum A	2	overlaps null	NA	Metabolites	Inverse variance weighted	NA	NA	NA	NA	NA	X	*
met-a-519	X-11469	Lum A	2	positive	NA	Metabolites	Inverse variance weighted	NA	NA	NA	NA	NA	X	*
met-a-558	1-arachidonoylglycerophosphocholine*	Lum A	3	overlaps null	NA	Metabolites	Inverse variance weighted	0.00246970492255537	TRUE	0.5910368458678636	FALSE	168.3342605450486		*
met-a-573	Isobutyrylcarnitine	Lum A	3	overlaps null	NA	Metabolites	Inverse variance weighted	0.00720946449055419	TRUE	0.6114964584646065	FALSE	107.6438278663202		*
met-a-615	Octanoylcarnitine	Lum A	3	overlaps null	NA	Metabolites	Inverse variance weighted	-0.00390135892540215	TRUE	0.494530882250835	FALSE	179.6339723838852		*
met-a-618	Decanoylcarnitine	Lum A	3	overlaps null	NA	Metabolites	Inverse variance weighted	3.205058952447784e-4	TRUE	0.4014755428079431	FALSE	133.5197499487647		*
met-a-629	X-12510--2-aminooctanoic acid	Lum A	3	overlaps null	NA	Metabolites	Inverse variance weighted	0.0190819986473952	TRUE	0.06735760121505681	FALSE	272.1896632149898		*
met-a-652	Isovalerylcarnitine	Lum A	3	overlaps null	NA	Metabolites	Inverse variance weighted	0.2647481361678868	FALSE	4.054317032484553e-4	TRUE	125.413833564483	HP	*
met-a-667	X-12850	Lum A	3	overlaps null	NA	Metabolites	Inverse variance weighted	-0.06894900745660575	FALSE	5.943171239964181e-4	TRUE	45.37117900025483	HP	*
met-c-841	Albumin	Lum A	2	overlaps null	NA	Metabolites	Inverse variance weighted	NA	NA	NA	NA	NA	X	*
met-c-864	Total cholesterol in HDL	Lum A	12	positive	NA	Lipids	Inverse variance weighted	0.00343353305195654	TRUE	0.7310813997218919	FALSE	89.64046760115828		*
met-c-886	Total cholesterol in large VLDL	Lum A	10	negative	NA	Lipids	Inverse variance weighted	-2.410580179862974e-4	TRUE	0.98436505869056945	FALSE	73.86688913694599		*
met-c-887	Cholesterol esters in large VLDL	Lum A	12	negative	NA	Lipids	Inverse variance weighted	-0.00688638073305741	TRUE	0.9341840009545266	FALSE	69.97993272180987		*
met-c-889	Total lipids in large VLDL	Lum A	9	negative	NA	Lipids	Inverse variance weighted	9.348839817665862e-4	TRUE	0.6444831662046974	FALSE	66.92067826658416		*
met-c-890	Concentration of large VLDL particles	Lum A	10	negative	NA	Lipids	Inverse variance weighted	-0.00214911970863491	TRUE	0.8413920537012868	FALSE	71.65232430338632		*
met-c-900	Free cholesterol in medium HDL	Lum A	5	positive	NA	Lipids	Inverse variance weighted	0.00148696171722128	TRUE	0.7794392220014441	FALSE	76.6545636010931		*
met-c-909	Total cholesterol in medium VLDL	Lum A	14	negative	NA	Lipids	Inverse variance weighted	0.0027821002539024	TRUE	0.5644234019453411	FALSE	82.76388322719164		*
met-c-911	Free cholesterol in medium VLDL	Lum A	12	negative	NA	Lipids	Inverse variance weighted	0.00264755504444359	TRUE	0.455061232523543	FALSE	84.29699099777352		*
met-c-912	Total lipids in medium VLDL	Lum A	12	negative	NA	Lipids	Inverse variance weighted	-0.00778873546321136	TRUE	0.8574931806112478	FALSE	75.16556497787158		*
met-c-913	Concentration of medium VLDL particles	Lum A	14	negative	NA	Lipids	Inverse variance weighted	-0.0076190567326445	TRUE	0.847504648288516	FALSE	68.54879385328462		*
met-c-914	Phospholipids in medium VLDL	Lum A	15	negative	NA	Lipids	Inverse variance weighted	2.916108900204517e-4	TRUE	0.4980202540344357	FALSE	74.26165521183952		*
met-c-922	Concentration of small HDL particles	Lum A	5	negative	NA	Lipids	Inverse variance weighted	0.00346642854765317	TRUE	0.6956864317806545	FALSE	99.77354580307016		*
met-c-923	Triglycerides in small HDL	Lum A	10	negative	NA	Lipids	Inverse variance weighted	-0.01016469941144549	TRUE	0.8043389826033069	FALSE	81.24537610787729		*
met-c-927	Total cholesterol in small VLDL	Lum A	15	negative	NA	Lipids	Inverse variance weighted	-0.00457309075231102	TRUE	0.2023695284465563	FALSE	75.8684951394317		*
met-c-945	Total lipids in very large HDL	Lum A	13	overlaps null	NA	Lipids	Inverse variance weighted	7.999760738410643e-4	TRUE	0.3317386437662465	FALSE	115.1596956433831		*
met-c-950	Concentration of very large VLDL particles	Lum A	7	negative	NA	Lipids	Inverse variance weighted	-1.597694710078437e-4	TRUE	0.9271058793246316	FALSE	63.54692955717849		*
met-c-958	Concentration of chylomicrons and largest VLDL particles	Lum A	6	negative	NA	Lipids	Inverse variance weighted	-0.00160237582128964	TRUE	0.6337655049328672	FALSE	52.90689661146056		*
prot-a-10	Histo-blood group ABO system transferase	Lum A	3	positive	genome-wide	Proteins	Inverse variance weighted	0.02154610750887207	TRUE	0.1593849943798716	FALSE	3559.461537429006		
prot-a-1049	Protein FAM3B	Lum A	2	overlaps null	genome-wide	Proteins	Inverse variance weighted	NA	NA	NA	NA	NA	X	
prot-a-1074	Low affinity immunoglobulin gamma Fc region receptor II-a	Lum A	3	overlaps null	cis_5e-08_r2=0.001	Proteins	Inverse variance weighted	0.00331040460873098	TRUE	0.5403939937538358	FALSE	668.1132018787407		*
prot-a-1097	Fibroblast growth factor 7	Lum A	1	overlaps null	cis_5e-08_r2=0.01	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
prot-a-1117	Filamin-A	Lum A	2	negative	genome-wide	Proteins	Inverse variance weighted	NA	NA	NA	NA	NA	X	
prot-a-1148	Ferritin	Lum A	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	3.13129861138657e-4	TRUE	0.07243292474428921	FALSE	138.9306936735618		
prot-a-1154	Alpha-(1,6)-fucosyltransferase	Lum A	4	overlaps null	cis_5e-08_r2=0.01	Proteins	Inverse variance weighted	0.00740568217874129	TRUE	0.4010472277571303	FALSE	462.5839078699738		*
prot-a-1178	Guanylate-binding protein 6	Lum A	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	-0.02048775981264969	TRUE	0.3753010856322446	FALSE	67.34014130701094		
prot-a-1317	Hemoglobin subunit zeta	Lum A	2	positive	cis_5e-08_r2=0.001	Proteins	Inverse variance weighted	NA	NA	NA	NA	NA	X	*
prot-a-1369	Haptoglobin	Lum A	3	overlaps null	cis_5e-08_r2=0.001	Proteins	Inverse variance weighted	0.02353282584126811	TRUE	0.01560059120015127	TRUE	482.217905852921	H	*
prot-a-1389	Oxidoreductase HTATIP2	Lum A	1	overlaps null	cis_5e-08_r2=0.01	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
prot-a-1411	Alpha-L-iduronidase	Lum A	5	positive	cis_5e-08_r2=0.01	Proteins	Inverse variance weighted	5.200915118670108e-4	TRUE	0.5372350765911498	FALSE	208.2893671787319		*
prot-a-1414	Gamma-interferon-inducible protein 16	Lum A	1	overlaps null	cis_5e-08_r2=0.01	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
prot-a-149	Rho GTPase-activating protein 30	Lum A	5	overlaps null	genome-wide	Proteins	Inverse variance weighted	0.03196453625770901	TRUE	0.4419666285320116	FALSE	64.92877318533793		
prot-a-1506	Interleukin-21	Lum A	3	positive	genome-wide	Proteins	Inverse variance weighted	-0.00774223864195344	TRUE	0.8600998118259171	FALSE	81.0257592830157		
prot-a-1526	Interleukin-36 alpha	Lum A	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	-0.01701189437843625	TRUE	0.4355405169830731	FALSE	94.8699216292012		
prot-a-1530	Interleukin-3 receptor subunit alpha	Lum A	2	overlaps null	genome-wide	Proteins	Inverse variance weighted	NA	NA	NA	NA	NA	X	
prot-a-1540	Interleukin-6 receptor subunit alpha	Lum A	2	negative	cis_5e-08_r2=0.001	Proteins	Inverse variance weighted	NA	NA	NA	NA	NA	X	*
prot-a-1541	Interleukin-6 receptor subunit alpha	Lum A	2	negative	cis_5e-08_r2=0.001	Proteins	Inverse variance weighted	NA	NA	NA	NA	NA	X	*
prot-a-1576	Immunoglobulin superfamily containing leucine-rich repeat protein 2	Lum A	1	negative	cis_5e-08_r2=0.01	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
prot-a-1586	Inter-alpha-trypsin inhibitor heavy chain H1	Lum A	1	overlaps null	cis_5e-08_r2=0.01	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
prot-a-1610	Potassium voltage-gated channel subfamily E member 2	Lum A	2	overlaps null	genome-wide	Proteins	Inverse variance weighted	NA	NA	NA	NA	NA	X	
prot-a-1622	Vascular endothelial growth factor receptor 2	Lum A	3	overlaps null	cis_5e-08_r2=0.01	Proteins	Inverse variance weighted	0.00886451077438784	TRUE	0.2623943643773486	FALSE	158.2292146547896		*
prot-a-1644	Killer cell immunoglobulin-like receptor 2DL5A	Lum A	2	overlaps null	genome-wide	Proteins	Inverse variance weighted	NA	NA	NA	NA	NA	X	
prot-a-1666	Kallikrein-7	Lum A	3	overlaps null	cis_5e-08_r2=0.01	Proteins	Inverse variance weighted	-0.00164771156743511	TRUE	0.9427103687239266	FALSE	139.8640987105111		*
prot-a-1744	Leukocyte immunoglobulin-like receptor subfamily B member 2	Lum A	3	negative	cis_5e-08_r2=0.01	Proteins	Inverse variance weighted	-0.01397752147477457	TRUE	0.5034988055960343	FALSE	285.5110920239602		*
prot-a-1833	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB	Lum A	3	overlaps null	cis_5e-08_r2=0.01	Proteins	Inverse variance weighted	-0.01512046943271457	TRUE	0.569067673901719	FALSE	61.84001603128789		*
prot-a-1835	Epididymis-specific alpha-mannosidase	Lum A	1	overlaps null	cis_5e-08_r2=0.01	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
prot-a-1858	Matrilin-3	Lum A	2	overlaps null	genome-wide	Proteins	Inverse variance weighted	NA	NA	NA	NA	NA	X	
prot-a-1930	Myeloperoxidase	Lum A	1	overlaps null	cis_5e-08_r2=0.01	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
prot-a-197	Cyclic AMP-dependent transcription factor ATF-6 alpha	Lum A	1	overlaps null	cis_lessStringent_r2=0.01	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
prot-a-2007	Neural cell adhesion molecule 1	Lum A	2	overlaps null	genome-wide	Proteins	Inverse variance weighted	NA	NA	NA	NA	NA	X	
prot-a-2025	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	Lum A	2	overlaps null	genome-wide	Proteins	Inverse variance weighted	NA	NA	NA	NA	NA	X	
prot-a-2073	Pro-FMRFamide-related neuropeptide FF	Lum A	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	-0.027252954859958	TRUE	0.8225981973841188	FALSE	272.3163399028714		
prot-a-2082	Neuropeptide W	Lum A	1	overlaps null	cis_5e-08_r2=0.01	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
prot-a-2087	Oxysterols receptor LXR-beta	Lum A	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	-0.01781421994467796	TRUE	0.4397091626238567	FALSE	98.06987279002658		
prot-a-213	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2	Lum A	2	overlaps null	cis_5e-08_r2=0.01	Proteins	Inverse variance weighted	NA	NA	NA	NA	NA	X	*
prot-a-2166	Platelet-activating factor acetylhydrolase IB subunit beta	Lum A	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	0.1054142979266896	FALSE	0.1254313498963857	FALSE	51.05793292876007	P	
prot-a-2189	PAX-interacting protein 1	Lum A	3	negative	genome-wide	Proteins	Inverse variance weighted	-0.00450461613937312	TRUE	0.8160984292102506	FALSE	45.85395231194759		
prot-a-2205	Protocadherin beta-4	Lum A	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	-0.0239858683449502	TRUE	0.5033889824604332	FALSE	97.93019577594453		
prot-a-2291	Secretory phospholipase A2 receptor	Lum A	1	overlaps null	cis_5e-08_r2=0.001	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
prot-a-2308	Plexin-B2	Lum A	2	positive	cis_5e-08_r2=0.01	Proteins	Inverse variance weighted	NA	NA	NA	NA	NA	X	*
prot-a-2337	Neutrophil-activating peptide 2	Lum A	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	-0.03013800116886471	TRUE	0.671712306178028	FALSE	46.33588262140548		
prot-a-2341	Peptidyl-prolyl cis-trans isomerase E	Lum A	1	overlaps null	cis_5e-08_r2=0.01	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
prot-a-2356	Lysosomal Pro-X carboxypeptidase	Lum A	1	overlaps null	genome-wide	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	
prot-a-2357	PR domain zinc finger protein 1	Lum A	3	positive	genome-wide	Proteins	Inverse variance weighted	-0.146220949287094	FALSE	0.32542147048587883	FALSE	321.1628448099249	P	
prot-a-2392	Trypsin-2	Lum A	2	overlaps null	cis_5e-08_r2=0.01	Proteins	Inverse variance weighted	NA	NA	NA	NA	NA	X	*
prot-a-2396	Myeloblastin	Lum A	3	positive	cis_5e-08_r2=0.01	Proteins	Inverse variance weighted	0.00921754435698941	TRUE	0.6787166223307054	FALSE	214.0835944165729		*
prot-a-2427	Prostaglandin F2 receptor negative regulator	Lum A	5	overlaps null	cis_5e-08_r2=0.01	Proteins	Inverse variance weighted	-0.00435706199565405	TRUE	0.145961433178783	FALSE	308.9806139829305		*
prot-a-2486	DNA repair protein RAD51 homolog 4	Lum A	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	-0.02845439562388919	TRUE	0.00298465880031463	TRUE	161.6045166902148	H	
prot-a-2493	Retinoic acid receptor responder protein 1	Lum A	2	overlaps null	cis_5e-08_r2=0.001	Proteins	Inverse variance weighted	NA	NA	NA	NA	NA	X	*
prot-a-2575	rRNA methyltransferase 3, mitochondrial	Lum A	4	overlaps null	genome-wide	Proteins	Inverse variance weighted	-0.0123236974493075	TRUE	0.5194958641257931	FALSE	268.8010808261785		
prot-a-2616	Protein S100-A13	Lum A	1	overlaps null	genome-wide	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	
prot-a-2629	Diamine acetyltransferase 2	Lum A	1	negative	cis_5e-08_r2=0.01	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
prot-a-2666	L-Selectin	Lum A	2	overlaps null	cis_5e-08_r2=0.01	Proteins	Inverse variance weighted	NA	NA	NA	NA	NA	X	*
prot-a-2744	SLAM family member 7	Lum A	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	-0.01948681174103143	TRUE	0.5243895725617121	FALSE	130.4280317215262		
prot-a-2747	Urea transporter 2	Lum A	4	overlaps null	genome-wide	Proteins	Inverse variance weighted	-0.00403179205271591	TRUE	0.1955863382605368	FALSE	147.094075808277		
prot-a-2815	Maspardin	Lum A	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	0.00332622985739651	TRUE	0.93801457818933	FALSE	186.4573664593536		
prot-a-2820	Serine protease inhibitor Kazal-type 6	Lum A	2	overlaps null	cis_5e-08_r2=0.01	Proteins	Inverse variance weighted	NA	NA	NA	NA	NA	X	*
prot-a-2824	Kunitz-type protease inhibitor 2	Lum A	3	overlaps null	cis_5e-08_r2=0.001	Proteins	Inverse variance weighted	-0.00437776984226507	TRUE	0.2566691168168707	FALSE	690.2075805126892		*
prot-a-2877	Serine/threonine-protein kinase 16	Lum A	4	negative	genome-wide	Proteins	Inverse variance weighted	-0.02553831503408431	TRUE	0.2953591797182382	FALSE	46.03806323454322		
prot-a-2891	Extracellular sulfatase Sulf-2	Lum A	2	overlaps null	genome-wide	Proteins	Inverse variance weighted	NA	NA	NA	NA	NA	X	
prot-a-2892	Estrogen sulfotransferase	Lum A	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	-0.02248184190158398	TRUE	0.1676892388126183	FALSE	123.0106694348609		
prot-a-2904	Histone-lysine N-methyltransferase SUV420H2	Lum A	3	negative	genome-wide	Proteins	Inverse variance weighted	-0.0063951674691867	TRUE	0.9060793336930724	FALSE	32.81934833667277		
prot-a-2951	Trefoil factor 1	Lum A	4	overlaps null	genome-wide	Proteins	Inverse variance weighted	-0.05003957686442566	FALSE	1.414763081388158e-4	TRUE	42.13958191684817	HP	
prot-a-2959	Transferrin receptor protein 1	Lum A	2	overlaps null	genome-wide	Proteins	Inverse variance weighted	NA	NA	NA	NA	NA	X	
prot-a-2978	Tyrosine-protein kinase receptor Tie-1, soluble	Lum A	1	overlaps null	cis_5e-08_r2=0.01	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
prot-a-3000	Transmembrane protein 132C	Lum A	2	overlaps null	genome-wide	Proteins	Inverse variance weighted	NA	NA	NA	NA	NA	X	
prot-a-305	Complement C1q tumor necrosis factor-related protein 5	Lum A	1	overlaps null	cis_5e-08_r2=0.01	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
prot-a-3076	Torsin-1A-interacting protein 1	Lum A	4	overlaps null	genome-wide	Proteins	Inverse variance weighted	-0.00708007086439386	TRUE	0.09330644203998444	FALSE	109.1942551914585		
prot-a-3093	Protein-tyrosine sulfotransferase 2	Lum A	1	overlaps null	cis_5e-08_r2=0.01	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
prot-a-3109	Thiosulfate sulfurtransferase	Lum A	3	positive	genome-wide	Proteins	Inverse variance weighted	0.00648730933434673	TRUE	0.8565356165823328	FALSE	527.1197543652609		
prot-a-3197	Vascular endothelial growth factor A, isoform 121	Lum A	1	overlaps null	cis_5e-08_r2=0.01	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
prot-a-3214	Vitronectin	Lum A	1	overlaps null	cis_5e-08_r2=0.01	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
prot-a-3243	Xyloside xylosyltransferase 1	Lum A	2	positive	cis_5e-08_r2=0.01	Proteins	Inverse variance weighted	NA	NA	NA	NA	NA	X	*
prot-a-3258	Zinc fingers and homeoboxes protein 3	Lum A	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	-0.03536210053388382	TRUE	0.1573347346147133	FALSE	38.45210883068818		
prot-a-346	Calcium/calmodulin-dependent protein kinase type 1	Lum A	3	negative	genome-wide	Proteins	Inverse variance weighted	-0.03858676159294166	TRUE	0.5369583386134127	FALSE	962.121209780234		
prot-a-347	Calcium/calmodulin-dependent protein kinase type 1D	Lum A	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	-0.02127495399593534	TRUE	0.4746336411035004	FALSE	84.64450553078537		
prot-a-366	Calpastatin	Lum A	4	positive	genome-wide	Proteins	Inverse variance weighted	0.00901415882333758	TRUE	0.6215564955316608	FALSE	59.14026241650159		
prot-a-381	Coiled-coil domain-containing protein 134	Lum A	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	0.05607410804070846	FALSE	0.3351925737547798	FALSE	36.55050076075315	P	
prot-a-390	C-C motif chemokine 14	Lum A	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	0.00118286400765832	TRUE	0.8672214813173509	FALSE	214.2442466442593		
prot-a-392	C-C motif chemokine 15	Lum A	2	overlaps null	genome-wide	Proteins	Inverse variance weighted	NA	NA	NA	NA	NA	X	
prot-a-399	C-C motif chemokine 23	Lum A	2	overlaps null	genome-wide	Proteins	Inverse variance weighted	NA	NA	NA	NA	NA	X	
prot-a-426	CD209 antigen	Lum A	2	overlaps null	cis_5e-08_r2=0.01	Proteins	Inverse variance weighted	NA	NA	NA	NA	NA	X	*
prot-a-486	Cadherin-7	Lum A	4	overlaps null	genome-wide	Proteins	Inverse variance weighted	-0.02138148478988045	TRUE	0.01836176071213817	TRUE	97.42070837547986	H	
prot-a-488	Cadherin-related family member 3	Lum A	2	overlaps null	genome-wide	Proteins	Inverse variance weighted	NA	NA	NA	NA	NA	X	
prot-a-521	Complement factor H-related protein 5	Lum A	4	overlaps null	cis_5e-08_r2=0.01	Proteins	Inverse variance weighted	-0.00341806122079266	TRUE	0.9918585513420068	FALSE	193.0158360210202		*
prot-a-532	Cell growth regulator with EF hand domain protein 1	Lum A	4	overlaps null	genome-wide	Proteins	Inverse variance weighted	-0.01177564091926288	TRUE	0.784395437277567	FALSE	64.08736259726435		
prot-a-550	Carbohydrate sulfotransferase 11	Lum A	2	positive	genome-wide	Proteins	Inverse variance weighted	NA	NA	NA	NA	NA	X	
prot-a-586	Dual specificity protein kinase CLK2	Lum A	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	-0.01661920991496677	TRUE	0.4723886751974115	FALSE	131.244178105077		
prot-a-609	Contactin-5	Lum A	1	overlaps null	cis_5e-08_r2=0.01	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
prot-a-643	Carboxypeptidase A4	Lum A	3	overlaps null	cis_5e-08_r2=0.001	Proteins	Inverse variance weighted	-0.05644281407898918	FALSE	0.3706342060957443	FALSE	591.1351558561936	P	*
prot-a-648	Probable carboxypeptidase X1	Lum A	2	overlaps null	cis_5e-08_r2=0.01	Proteins	Inverse variance weighted	NA	NA	NA	NA	NA	X	*
prot-a-67	Alcohol dehydrogenase [NADP(+)]	Lum A	3	negative	genome-wide	Proteins	Inverse variance weighted	-0.00286597865618128	TRUE	0.281443011965419	FALSE	423.4249298787807		
prot-a-674	Beta-crystallin B2	Lum A	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	-0.1738978758509963	FALSE	5.836320496728809e-4	TRUE	41.77012977463773	HP	
prot-a-706	Cystatin-8	Lum A	2	positive	genome-wide	Proteins	Inverse variance weighted	NA	NA	NA	NA	NA	X	
prot-a-710	Cardiotrophin-1	Lum A	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	0.1222857633872635	FALSE	0.5719557144919803	FALSE	313.5289337034602	P	
prot-a-735	CUB and zona pellucida-like domain-containing protein 1	Lum A	2	overlaps null	genome-wide	Proteins	Inverse variance weighted	NA	NA	NA	NA	NA	X	
prot-a-760	Cytohesin-4	Lum A	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	0.0103456345241416	TRUE	0.9022037694124015	FALSE	33.70141112540525		
prot-a-766	Discoidin, CUB and LCCL domain-containing protein 2	Lum A	1	overlaps null	cis_5e-08_r2=0.01	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
prot-a-831	Delta-like protein 1	Lum A	1	overlaps null	cis_5e-08_r2=0.01	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
prot-a-836	DnaJ homolog subfamily B member 11	Lum A	1	overlaps null	cis_5e-08_r2=0.01	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
prot-a-842	DnaJ homolog subfamily B member 9	Lum A	4	overlaps null	genome-wide	Proteins	Inverse variance weighted	-0.00285130182405465	TRUE	0.1565204514487815	FALSE	103.0020698695623		
prot-a-884	Endothelin-converting enzyme 1	Lum A	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	-0.02248129807862211	TRUE	0.3490439069155367	FALSE	54.59631171122775		
prot-a-977	Epiregulin	Lum A	1	overlaps null	cis_5e-08_r2=0.01	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
prot-a-995	Protein eva-1 homolog C	Lum A	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	0.01098674704161446	TRUE	0.920034065509457	FALSE	219.3082177679388		
prot-b-38	interleukin 1 receptor like 1	Lum A	4	overlaps null	cis_5e-08_r2=0.01	Proteins	Inverse variance weighted	0.01040045635013851	TRUE	0.09699196679738352	FALSE	204.3529414085798		*
prot-b-55	growth differentiation factor 15	Lum A	1	overlaps null	genome-wide	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	
prot-b-71	fatty acid binding protein 4	Lum A	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	-0.06844359166717001	FALSE	0.4860518108932094	FALSE	36.77191193098646	P	
ukb-a-11	Morning/evening person (chronotype)	Lum A	76	positive	NA	Sleep	Inverse variance weighted	-9.491246851735463e-5	TRUE	6.333494004234515e-9	TRUE	45.02228723870224	H	*
ukb-a-13	Sleeplessness / insomnia	Lum A	26	overlaps null	NA	Sleep	Inverse variance weighted	0.01809952309648396	TRUE	0.04394638558322634	TRUE	39.43460993869475	H	*
ukb-a-14	Snoring	Lum A	20	overlaps null	NA	Sleep	Inverse variance weighted	0.01449739392254328	TRUE	1.903410409300367e-10	TRUE	37.56408325002497	H	*
ukb-a-195	Sitting height	Lum A	408	overlaps null	NA	Antrophometric	Inverse variance weighted	1.741384466706235e-5	TRUE	8.164492506449292e-87	TRUE	99.4222248872342	H	*
ukb-a-30	Average weekly fortified wine intake	Lum A	1	overlaps null	NA	Alcohol	Wald ratio	NA	NA	NA	NA	NA	X	*
ukb-a-316	Had menopause	Lum A	8	negative	NA	Reproductive	Inverse variance weighted	0.02445021869005404	TRUE	6.895208680924755e-8	TRUE	55.02870940087162	H	*
ukb-a-483	Types of physical activity in last 4 weeks: None of the above	Lum A	7	overlaps null	NA	Physical activity	Inverse variance weighted	0.02610932497526017	TRUE	1.798816389676121e-14	TRUE	32.16090231670491	H	*
ukb-a-487	Types of physical activity in last 4 weeks: Heavy DIY (eg: weeding  lawn mowing  carpentry  digging)	Lum A	3	overlaps null	NA	Physical activity	Inverse variance weighted	-0.02606953343123492	TRUE	0.04449903468406786	TRUE	39.63119445602797	H	*
ukb-a-491	Medication for cholesterol  blood pressure or diabetes: Insulin	Lum A	7	overlaps null	NA	Drugs	Inverse variance weighted	0.04410259103460199	TRUE	3.091078458226407e-14	TRUE	119.7214419137982	H	*
ukb-b-1004	Added milk to espresso	Lum A	1	negative	NA	Diet and supplements	Wald ratio	NA	NA	NA	NA	NA	X	*
ukb-b-11189	Type of special diet followed: Gluten-free	Lum A	3	overlaps null	NA	Diet and supplements	Inverse variance weighted	0.00538868961073566	TRUE	0.7179812420131587	FALSE	79.85451212258388		*
ukb-b-12039	Weight	Lum A	441	overlaps null	NA	Antrophometric	Inverse variance weighted	0.00293270757994601	TRUE	2.488174714812276e-50	TRUE	74.1303730267184	H	*
ukb-b-1209	Number of live births	Lum A	10	overlaps null	NA	Reproductive	Inverse variance weighted	0.0351860992152215	TRUE	0.01490224060603518	TRUE	39.62699726887085	H	*
ukb-b-14540	Whole body water mass	Lum A	507	overlaps null	NA	Antrophometric	Inverse variance weighted	-6.980092768733006e-4	TRUE	6.705481560756757e-67	TRUE	90.84998262786584	H	*
ukb-b-15555	Unsalted peanuts intake	Lum A	4	overlaps null	NA	Diet and supplements	Inverse variance weighted	-0.00629547368629992	TRUE	0.05689225154427062	FALSE	33.32550328933891		*
